Product_ID,Product_Line,Product_Category,Product_Group,Product_Name,Supplier_Country,Supplier_Name,Supplier_ID
240100400085,Sports,Assorted Sports Articles,Skates,Proskater W-500 Jr.Roller Skates,US,Roll-Over Inc,3815
240100400095,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Control Xi Adult,PT,Magnifico Sports,1684
240100400098,Sports,Assorted Sports Articles,Skates,Rollerskate  Roller Skates Ex9 76mm/78a Biofl,PT,Magnifico Sports,1684
240100400100,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Gretzky Mvp S.B.S,PT,Magnifico Sports,1684
240100400112,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Panga 72mm/78a,PT,Magnifico Sports,1684
240100400125,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Sq5 76mm/78a,PT,Magnifico Sports,1684
240100400128,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Sq7-Ls 76mm/78a,PT,Magnifico Sports,1684
240100400129,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Sq9 80-76mm/78a,PT,Magnifico Sports,1684
240100400136,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Xpander,PT,Magnifico Sports,1684
240100400142,Sports,Assorted Sports Articles,Skates,Twain Ac7/Ft7 Men's Roller Skates,US,Twain Inc,13198
240100400143,Sports,Assorted Sports Articles,Skates,Twain Ac7/Ft7 Women's Roller Skates,US,Twain Inc,13198
240100400147,Sports,Assorted Sports Articles,Skates,Twain Tr7 Men's Roller Skates,US,Twain Inc,13198
240100400151,Sports,Assorted Sports Articles,Skates,Weston F4 Men's Hockey Skates,US,Roll-Over Inc,3815
240200100007,Sports,Golf,Golf,Ball Bag,NL,Van Dammeren International,2995
240200100020,Sports,Golf,Golf,Red/White/Black Staff 9 Bag,GB,GrandSlam Sporting Goods Ltd,17832
240200100021,Sports,Golf,Golf,Tee Holder,NL,Van Dammeren International,2995
240200100034,Sports,Golf,Golf,Bb Softspikes - Xp 22-pack,GB,TeeTime Ltd,15938
240200100043,Sports,Golf,Golf,Bretagne Performance Tg Men's Golf Shoes L.,NL,Van Dammeren International,2995
240200100046,Sports,Golf,Golf,"Bretagne Soft-Tech Men's Glove, left",NL,Van Dammeren International,2995
240200100050,Sports,Golf,Golf,"Bretagne St2 Men's Golf Glove, left",NL,Van Dammeren International,2995
240200100051,Sports,Golf,Golf,Bretagne Stabilites 2000 Goretex Shoes,NL,Van Dammeren International,2995
240200100052,Sports,Golf,Golf,Bretagne Stabilities Tg Men's Golf Shoes,NL,Van Dammeren International,2995
240200100053,Sports,Golf,Golf,Bretagne Stabilities Women's Golf Shoes,NL,Van Dammeren International,2995
240200100056,Sports,Golf,Golf,Carolina,US,Carolina Sports,3808
240200100057,Sports,Golf,Golf,Carolina II,US,Carolina Sports,3808
240200100073,Sports,Golf,Golf,Donald Plush Headcover,GB,TeeTime Ltd,15938
240200100076,Sports,Golf,Golf,Expert Men's Firesole Driver,US,Twain Inc,13198
240200100081,Sports,Golf,Golf,Extreme Distance 90 3-pack,US,Carolina Sports,3808
240200100095,Sports,Golf,Golf,Grandslam Staff Fs Copper Insert Putter,GB,GrandSlam Sporting Goods Ltd,17832
240200100098,Sports,Golf,Golf,Grandslam Staff Grip Llh Golf Gloves,US,Carolina Sports,3808
240200100101,Sports,Golf,Golf,Grandslam Staff Tour Mhl Golf Gloves,US,Carolina Sports,3808
240200100116,Sports,Golf,Golf,Hi-fly Intimidator Ti R80/10,NL,Van Dammeren International,2995
240200100118,Sports,Golf,Golf,Hi-fly Intrepid Stand 8  Black,NL,Van Dammeren International,2995
240200100124,Sports,Golf,Golf,Hi-fly Staff Towel Blue/Black,NL,Van Dammeren International,2995
240200100131,Sports,Golf,Golf,Hi-fly Tour Advance Flex Steel,NL,Van Dammeren International,2995
240200100154,Sports,Golf,Golf,"Men's.m Men's Winter Gloves, Medium",NL,Van Dammeren International,2995
240200100157,Sports,Golf,Golf,Normal Standard,GB,TeeTime Ltd,15938
240200100164,Sports,Golf,Golf,Precision Jack 309 Lh Balata,GB,GrandSlam Sporting Goods Ltd,17832
240200100173,Sports,Golf,Golf,Proplay Executive Bi-Metal Graphite,NL,Van Dammeren International,2995
240200100180,Sports,Golf,Golf,Proplay Men's Tour Force Lp 7-Wood,NL,Van Dammeren International,2995
240200100181,Sports,Golf,Golf,Proplay Men's Tour Force Lp Driver,NL,Van Dammeren International,2995
240200100183,Sports,Golf,Golf,Proplay Men's Tour Force Ti 5w,NL,Van Dammeren International,2995
240200100207,Sports,Golf,Golf,Proplay Stand Black,NL,Van Dammeren International,2995
240200100211,Sports,Golf,Golf,Proplay Women's Tour Force 7w,NL,Van Dammeren International,2995
240200100221,Sports,Golf,Golf,Rosefinch Cart 8 1/2  Black,NL,Van Dammeren International,2995
240200100225,Sports,Golf,Golf,Rubby Men's Golf Shoes w/Goretex,ES,Rubby Zapatos S.A.,4168
240200100226,Sports,Golf,Golf,Rubby Men's Golf Shoes w/Goretex Plain Toe,ES,Rubby Zapatos S.A.,4168
240200100227,Sports,Golf,Golf,Rubby Women's Golf Shoes w/Gore-Tex,ES,Rubby Zapatos S.A.,4168
240200100230,Sports,Golf,Golf,Score Counter Scoreboard De Luxe,NL,Van Dammeren International,2995
240200100232,Sports,Golf,Golf,Tee18 Ascot Chipper,NL,Van Dammeren International,2995
240200100233,Sports,Golf,Golf,Tee18 Troon 7  Black,NL,Van Dammeren International,2995
240200100246,Sports,Golf,Golf,"White 90,Top.Flite Strata Tour 3-pack",NL,Van Dammeren International,2995
240200200007,Sports,Golf,Golf Clothes,Golf Polo(1/400),US,Mike Schaeffer Inc,7511
240200200011,Sports,Golf,Golf Clothes,Golf Windstopper,US,Mike Schaeffer Inc,7511
240200200013,Sports,Golf,Golf Clothes,Master Golf Rain Suit,US,Mike Schaeffer Inc,7511
240200200015,Sports,Golf,Golf Clothes,Tek Cap,US,Twain Inc,13198
240200200020,Sports,Golf,Golf Clothes,Big Boss Houston Pants,US,Mike Schaeffer Inc,7511
240200200024,Sports,Golf,Golf Clothes,Bogie Golf Fleece with small Zipper,US,Mike Schaeffer Inc,7511
240200200026,Sports,Golf,Golf Clothes,Eagle 5 Pocket Pants with Stretch,US,HighPoint Trading,10225
240200200035,Sports,Golf,Golf Clothes,Eagle Pants with Cross Pocket,US,HighPoint Trading,10225
240200200039,Sports,Golf,Golf Clothes,Eagle Plain Cap,US,HighPoint Trading,10225
240200200044,Sports,Golf,Golf Clothes,Eagle Polo-Shirt Interlock,US,HighPoint Trading,10225
240200200060,Sports,Golf,Golf Clothes,Eagle Windstopper Knit Neck,US,HighPoint Trading,10225
240200200061,Sports,Golf,Golf Clothes,Eagle Windstopper Sweat Neck,US,HighPoint Trading,10225
240200200068,Sports,Golf,Golf Clothes,Hi-fly Staff Rain Suit,NL,Van Dammeren International,2995
240200200071,Sports,Golf,Golf Clothes,Hi-fly Strata Cap Offwhite/Green,NL,Van Dammeren International,2995
240200200080,Sports,Golf,Golf Clothes,Release Golf Sweatshirt w/Logo(1/100),US,Mike Schaeffer Inc,7511
240200200081,Sports,Golf,Golf Clothes,Top (1/100),US,Mike Schaeffer Inc,7511
240200200091,Sports,Golf,Golf Clothes,Wind Proof Windstopper Merino/Acryl,US,HighPoint Trading,10225
240300100001,Sports,Indoor Sports,Fitness,Abdomen Shaper,NL,TrimSport B.V.,16542
240300100020,Sports,Indoor Sports,Fitness,Fitness Dumbbell Foam 0.90,NL,TrimSport B.V.,16542
240300100028,Sports,Indoor Sports,Fitness,Letour Heart Bike,NL,TrimSport B.V.,16542
240300100032,Sports,Indoor Sports,Fitness,Letour Trimag Bike,NL,TrimSport B.V.,16542
240300100046,Sports,Indoor Sports,Fitness,Weight  5.0 Kg,NL,TrimSport B.V.,16542
240300100048,Sports,Indoor Sports,Fitness,Wrist Weight 1.10 Kg,NL,TrimSport B.V.,16542
240300100049,Sports,Indoor Sports,Fitness,Wrist Weight  2.25 Kg,NL,TrimSport B.V.,16542
240300200009,Sports,Indoor Sports,Gymnastic Clothing,Blues Jazz Pants Suplex,ES,Sportico,798
240300200018,Sports,Indoor Sports,Gymnastic Clothing,Cougar Fleece Jacket with Zipper,US,SD Sporting Goods Inc,13710
240300200058,Sports,Indoor Sports,Gymnastic Clothing,Cougar Windbreaker Vest,US,SD Sporting Goods Inc,13710
240300300024,Sports,Indoor Sports,Top Trim,Men's Summer Shorts,US,Top Sports Inc,14648
240300300065,Sports,Indoor Sports,Top Trim,Top Men's Goretex Ski Pants,US,Top Sports Inc,14648
240300300070,Sports,Indoor Sports,Top Trim,Top Men's R&D Ultimate Jacket,US,Top Sports Inc,14648
240300300071,Sports,Indoor Sports,Top Trim,Top Men's Retro T-Neck,US,Top Sports Inc,14648
240300300090,Sports,Indoor Sports,Top Trim,Top R&D Long Jacket,US,Top Sports Inc,14648
240400200003,Sports,Racket Sports,Racket Sports,Bat 5-Ply,US,Carolina Sports,3808
240400200012,Sports,Racket Sports,Racket Sports,Sledgehammer 120 Ph Black,GB,GrandSlam Sporting Goods Ltd,17832
240400200022,Sports,Racket Sports,Racket Sports,Aftm 95 Vf Long Bg-65 White,GB,British Sports Ltd,1280
240400200036,Sports,Racket Sports,Racket Sports,Bag  Tit.Weekend,FR,Le Blanc S.A.,13079
240400200057,Sports,Racket Sports,Racket Sports,Grandslam Ultra Power Tennisketcher,GB,GrandSlam Sporting Goods Ltd,17832
240400200066,Sports,Racket Sports,Racket Sports,"Memhis 350,Yellow Medium, 6-pack tube",GB,British Sports Ltd,1280
240400200091,Sports,Racket Sports,Racket Sports,Smasher Rd Ti 70 Tennis Racket,GB,British Sports Ltd,1280
240400200093,Sports,Racket Sports,Racket Sports,Smasher Super Rq Ti 350 Tennis Racket,GB,British Sports Ltd,1280
240400200094,Sports,Racket Sports,Racket Sports,Smasher Super Rq Ti 700 Long Tennis,GB,British Sports Ltd,1280
240400200097,Sports,Racket Sports,Racket Sports,Smasher Tg 70 Tennis String Roll,GB,British Sports Ltd,1280
240400300013,Sports,Racket Sports,Tennis,Anthony Women's Tennis Cable Vest,US,Mayday Inc,4646
240400300033,Sports,Racket Sports,Tennis,Smasher Polo-Shirt w/V-Neck,GB,British Sports Ltd,1280
240400300035,Sports,Racket Sports,Tennis,Smasher Shorts,GB,British Sports Ltd,1280
240400300039,Sports,Racket Sports,Tennis,Smasher Tights,GB,British Sports Ltd,1280
240500100004,Sports,Running - Jogging,Jogging,Pants N,ES,Luna sastreria S.A.,4742
240500100015,Sports,Running - Jogging,Jogging,A-team Pants Taffeta,US,A Team Sports,3298
240500100017,Sports,Running - Jogging,Jogging,"A-team Sweat Round Neck, Small Logo",US,A Team Sports,3298
240500100026,Sports,Running - Jogging,Jogging,"Men's Sweat Pants without Rib, Small Logo",US,A Team Sports,3298
240500100029,Sports,Running - Jogging,Jogging,Men's Sweatshirt w/Hood Big Logo,US,A Team Sports,3298
240500100039,Sports,Running - Jogging,Jogging,Sweatshirt Women's Sweatshirt with O-Neck,US,A Team Sports,3298
240500100041,Sports,Running - Jogging,Jogging,Triffy Jacket,NL,Triffy B.V.,13314
240500100043,Sports,Running - Jogging,Jogging,Triffy Logo T-Shirt with V-Neck,NL,Triffy B.V.,13314
240500100057,Sports,Running - Jogging,Jogging,"Woman Sweat with Round Neck, Big Logo",US,A Team Sports,3298
240500100062,Sports,Running - Jogging,Jogging,Ypsilon Men's Sweatshirt w/Piping,FR,Ypsilon S.A.,14624
240500200003,Sports,Running - Jogging,Running Clothes,Men's Singlet,BE,Force Sports,5922
240500200007,Sports,Running - Jogging,Running Clothes,Running Gloves,BE,Force Sports,5922
240500200016,Sports,Running - Jogging,Running Clothes,T-Shirt,US,3Top Sports,2963
240500200042,Sports,Running - Jogging,Running Clothes,Bike.Pants Short Biking Pants,BE,Force Sports,5922
240500200056,Sports,Running - Jogging,Running Clothes,Breath-brief Long Underpants XXL,BE,Force Sports,5922
240500200073,Sports,Running - Jogging,Running Clothes,Force Classic Men's Jacket,BE,Force Sports,5922
240500200081,Sports,Running - Jogging,Running Clothes,Force Micro Men's Suit,BE,Force Sports,5922
240500200082,Sports,Running - Jogging,Running Clothes,Force Short Sprinter Men's Tights,BE,Force Sports,5922
240500200083,Sports,Running - Jogging,Running Clothes,Force Technical Jacket w/Coolmax,BE,Force Sports,5922
240500200093,Sports,Running - Jogging,Running Clothes,Maxrun Running Tights,BE,Force Sports,5922
240500200100,Sports,Running - Jogging,Running Clothes,Original Running Pants,BE,Force Sports,5922
240500200101,Sports,Running - Jogging,Running Clothes,Polar Jacket,BE,Force Sports,5922
240500200121,Sports,Running - Jogging,Running Clothes,Stout Running Shorts,BE,Force Sports,5922
240500200122,Sports,Running - Jogging,Running Clothes,Stout Running Shorts Micro,BE,Force Sports,5922
240500200130,Sports,Running - Jogging,Running Clothes,Topline Delphi Race Shorts,BE,Force Sports,5922
240600100010,Sports,Swim Sports,Bathing Suits,"Goggles, Assorted Colours",US,Nautlius SportsWear Inc,6153
240600100016,Sports,Swim Sports,Bathing Suits,Swim Suit Fabulo,US,Nautlius SportsWear Inc,6153
240600100017,Sports,Swim Sports,Bathing Suits,Swim Suit Laurel,ES,Luna sastreria S.A.,4742
240600100080,Sports,Swim Sports,Bathing Suits,Sharky Swimming Trunks,US,Dolphin Sportswear Inc,16292
240600100102,Sports,Swim Sports,Bathing Suits,Sunfit Luffa Bikini,US,Nautlius SportsWear Inc,6153
240600100181,Sports,Swim Sports,Bathing Suits,Milan Swimming Trunks,ES,Luna sastreria S.A.,4742
240600100185,Sports,Swim Sports,Bathing Suits,Pew Swimming Trunks,ES,Luna sastreria S.A.,4742
240700100001,Sports,Team Sports,American Football,Armour L,US,A Team Sports,3298
240700100004,Sports,Team Sports,American Football,Armour XL,US,A Team Sports,3298
240700100007,Sports,Team Sports,American Football,Football - Helmet M,US,A Team Sports,3298
240700100011,Sports,Team Sports,American Football,Football - Helmet Pro XL,US,A Team Sports,3298
240700100012,Sports,Team Sports,American Football,Football - Helmet S,US,A Team Sports,3298
240700100013,Sports,Team Sports,American Football,Football - Helmet XL,US,A Team Sports,3298
240700100017,Sports,Team Sports,American Football,Football Super Bowl,US,Carolina Sports,3808
240700200004,Sports,Team Sports,Baseball,Baseball Orange Small,US,Top Sports Inc,14648
240700200007,Sports,Team Sports,Baseball,Baseball White Small,US,Top Sports Inc,14648
240700200009,Sports,Team Sports,Baseball,Bat - Home Run M,US,Miller Trading Inc,15218
240700200010,Sports,Team Sports,Baseball,Bat - Home Run S,US,Miller Trading Inc,15218
240700200018,Sports,Team Sports,Baseball,Helmet L,US,Miller Trading Inc,15218
240700200019,Sports,Team Sports,Baseball,Helmet M,US,Miller Trading Inc,15218
240700200021,Sports,Team Sports,Baseball,Helmet XL,US,Miller Trading Inc,15218
240700200024,Sports,Team Sports,Baseball,Bat - Large,US,Miller Trading Inc,15218
240700300002,Sports,Team Sports,Basket Ball,Basket Ball Pro,US,HighPoint Trading,10225
240700400002,Sports,Team Sports,Soccer,Stephens Shirt,US,Teamsports Inc,5810
240700400003,Sports,Team Sports,Soccer,Red Cap,GB,SportsFan Products Ltd,6071
240700400004,Sports,Team Sports,Soccer,Red Scarf,GB,SportsFan Products Ltd,6071
240700400017,Sports,Team Sports,Soccer,Fga Home Shorts,US,Fga Sports Inc,14593
240700400020,Sports,Team Sports,Soccer,Norwood Player Shirt,US,Fga Sports Inc,14593
240700400024,Sports,Team Sports,Soccer,Prosoccer Away Shirt,US,Fga Sports Inc,14593
240700400031,Sports,Team Sports,Soccer,Soccer Fan Football Player Shirt,GB,SportsFan Products Ltd,6071
240800100026,Sports,Winter Sports,Ski Dress,Additive Women's Ski Pants Vent Air,NO,Scandinavian Clothing A/S,50
240800100039,Sports,Winter Sports,Ski Dress,Garbo Fleece Jacket,US,Miller Trading Inc,15218
240800100041,Sports,Winter Sports,Ski Dress,Helmsdale Ski Jacket,US,AllSeasons Outdoor Clothing,772
240800100042,Sports,Winter Sports,Ski Dress,Helmsdale Ski Pants,US,AllSeasons Outdoor Clothing,772
240800100074,Sports,Winter Sports,Ski Dress,Mayday Soul Pro New Tech Ski Jacket,US,Mayday Inc,4646
240800200002,Sports,Winter Sports,Winter Sports,Massif Bandit Ski Parcel Axial,FR,Massif S.A.,13199
240800200008,Sports,Winter Sports,Winter Sports,"Twain X-Scream 7.9 Ski,Sq 750 Dri",US,Twain Inc,13198
240800200009,Sports,Winter Sports,Winter Sports,Amber Cc,CA,CrystalClear Optics Inc,16814
240800200010,Sports,Winter Sports,Winter Sports,Black Morphe,CA,CrystalClear Optics Inc,16814
240800200020,Sports,Winter Sports,Winter Sports,"C.A.M.,Bone",CA,CrystalClear Optics Inc,16814
240800200021,Sports,Winter Sports,Winter Sports,Cayenne Red,CA,CrystalClear Optics Inc,16814
240800200030,Sports,Winter Sports,Winter Sports,"Ii Pmt,Bone",CA,CrystalClear Optics Inc,16814
240800200034,Sports,Winter Sports,Winter Sports,"Regulator,Stopsign",CA,CrystalClear Optics Inc,16814
240800200035,Sports,Winter Sports,Winter Sports,Shine Black PRO,CA,CrystalClear Optics Inc,16814
240800200037,Sports,Winter Sports,Winter Sports,Coolman Pro 01 Neon Yellow,US,Twain Inc,13198
240800200062,Sports,Winter Sports,Winter Sports,Top Equipe 07 Green,US,Twain Inc,13198
240800200063,Sports,Winter Sports,Winter Sports,Top Equipe 99 Black,US,Twain Inc,13198
